ID,language,macroarea,glottocode,ISO6393,Latitude,Longitude,level,category,subclassification,aes,med,medovertime,bib,classification,family
sech1236,Sechuran,South America,sech1236,NA,-5.568969,-80.828247,language,Spoken_L1_Language,"(olmo1234:1,secc1234:1)sech1236:1;",6,4,"['Urban, Matthias. 2015. El vocabulario sechurano de Richard Spruce. Lexis 39(2). 395-413.', 'Buchwald, Otto von. 1919. Migraciones sudamericanas. Boletín de la Sociedad Ecuatoriana de Estudios Históricos Americanos 3. 227-236.']",True,Isolatesech1236,NA
uruc1242,Uru-Chipaya,South America,uruc1242,NA,-17.73249,-68.43376,family,Family,"(chip1262:1,(tsim1260:1,urui1234:1,urum1251:1)uruu1244:1)uruc1242:1;",NA,NA,NA,NA,NA,NA
east1459,East Bird's Head,Papunesia,east1459,NA,-1.4485975,133.66575,family,Family,"(((irir1234:1,mano1277:1,meke1245:1,side1241:1,test1234:1)meya1236:1,(nort3431:1,sout3419:1)mosk1236:1)meax1236:1,mani1235:1)east1459:1;",NA,NA,NA,NA,NA,NA
kuna1268,Kunama,Africa,kuna1268,kun,14.5879,37.5292,language,Spoken_L1_Language,"(aima1242:1,bark1246:1,bita1252:1,ilit1242:1,mard1244:1,soko1249:1,taka1265:1,tigr1252:1,tika1245:1)kuna1268:1;",1,1,"['Zappa, Giuseppe-Fermo da Castelnuovo del. 1938. Grammatica della lingua cunama. Asmara: Missione Francescana. 273pp.', 'Reinisch, Simon Leo. 1891. Die Kunama-Sprache in Nordost-Afrika [pt. 4]. Sitzungsberichte der (kaiserlichen) Akademie der Wissenschaften zu Wien, philosophisch-historische Klasse 123(1). 1-136.', ""Reinisch, Simon Leo. 1890. Die Kunama-Sprache in Nordost-Afrika [pt. 3]. Sitzungsberichte der (kaiserlichen) Akademie der Wissenschaften zu Wien, philosophisch-historische Klasse 122(5). 1-112. Wien: In commission bei C. Gerold's son."", 'Reinisch, Simon Leo. 1889. Die Kunama-Sprache in Nordost-Afrika [pt. 2]. Sitzungsberichte der (kaiserlichen) Akademie der Wissenschaften zu Wien, philosophisch-historische Klasse 119(5). 1-94.', ""Reinisch, Leo. 1881, 1889, 1890. Die Kunama-Sprache in Nordost-Afrika. (Sitzungsberichte der Akademie der Wissenschaften in Wien: Philosophisch-Historische Klasse, 98:IV, 119:V, 122:V.) Sitzungsberichte der philosophisch-historischen Classe der kaiserlichen Akademie der Wissenschaften. Wien: Carl Gerold's Sohn. 87-174, 1-94pp."", 'Englund, Petrus. 1873. Litet prof på kunama-språket. Stockholm: Evangeliska Fosterlands-Stiftelsens Förlag. 71pp.', 'Latham, Robert G. 1848. On the present state and recent progress of Ethnographical Philology, pt.~1: Africa. Report of the meeting of the British Association for the Advancement of Science, held at Oxford in June 1847 17. 154-229.']",True,Isolatekuna1268,NA
yetf1238,Yetfa,NA,yetf1238,yet,-4.05884,140.653,language,Spoken_L1_Language,yetf1238:1;,3,4,"['Laycock, Don. 1972. Looking Westward: Work of the Australian National University on Languages of West Irian. Irian 1(2). 68-77.']",True,Isolateyetf1238,NA
mixe1287,Mixed Language,Australia;Eurasia;South America,mixe1287,NA,NA,NA,family,Pseudo_Family,"((yeni1236:1)germ1288:1,(guri1249:1)guri1251:1,(afgh1240:1,casp1241:1,cent2304:1,maga1271:1)pers1247:1,(((salc1240:1,yacu1234:1)coto1254:1,imba1242:1)medi1245:1)span1267:1,(ligh1234:1)warl1257:1)mixe1287:1;",NA,NA,NA,NA,NA,NA
miwo1274,Miwok-Costanoan,North America,miwo1274,NA,37.8084578163565,-122.01508924133746,family,Family,"((sant1428:1,kark1259:1,(east2548:1,sanf1261:1,sant1427:1)nort2969:1,(chal1270:1,muts1243:1,rums1243:1)sout2986:1)cost1250:1,((baym1241:1,plai1259:1,((east2547:1,west2634:1)cent2140:1,nort2968:1,sout2985:1)sier1249:1)east2546:1,((bode1246:1,huim1238:1,mari1441:1)coas1301:1,lake1258:1)west2633:1)miwo1275:1)miwo1274:1;",NA,NA,NA,NA,NA,NA
utoa1244,Uto-Aztecan,North America,utoa1244,NA,30.701589379368123,-110.94985150016294,family,Family,"(((firs1235:1,seco1242:1,thir1234:1)hopi1249:1,((coma1245:1,pana1305:1,(gosi1242:1,nort2955:1,west2622:1)shos1248:1)cent2130:1,(kawa1283:1,(chem1251:1,sout2969:1,utee1244:1)utes1238:1)sout2968:1,(mono1275:1,(bann1248:1,nort1551:1,sout2967:1)nort2954:1)west2621:1)numi1242:1,((((dese1235:1,moun1256:1,pass1251:1)cahu1264:1,cupe1243:1)cahu1263:1,(juan1251:1,luis1254:1)luis1253:1,(isla1277:1)unun9949:1)cupa1239:1,((kita1252:1,nucl1789:1,vany1234:1)serr1255:1,tong1329:1)serr1254:1)taki1254:1,tuba1278:1,(omom1235:1)unun9948:1)nort2953:1,((mayo1264:1,yaqu1251:1)cahi1243:1,(((cent2133:1,(cent2134:1,(sout2974:1)east2538:1,(west2625:1)west2624:1)huas1257:1,((isth1240:1,isth1242:1,isth1241:1,taba1265:1)isth1245:1,pipi1250:1)isth1246:1,omet1237:1,(ixhu1238:1)oriz1235:1,(high1278:1,huax1236:1,sier1248:1)sier1253:1)east2720:1,poch1244:1,((((amey1234:1,sanm1308:1,(ahue1234:1,sana1300:1)tono1234:1)oapa1234:1,osto1234:1,sanj1293:1,sanj1294:1,sanm1307:1)guer1241:1,clas1250:1,more1259:1,nort2957:1,tete1251:1,((nort2958:1,sout2973:1)sout3390:1,(sant1423:1,cent2132:1)tlax1237:1,zaca1241:1)tlax1234:1)cent2258:1,((coat1240:1,tlam1239:1)nort3202:1,tema1239:1,((east2695:1,west2778:1)dura1246:1,mich1245:1)west2825:1)west2814:1)west2809:1)azte1234:1,(((jesu1238:1,lame1261:1,pres1239:1,sanf1259:1)elna1235:1,(dolo1238:1,nucl1652:1,rosa1238:1,sanb1240:1,sanj1277:1)sant1424:1)cora1260:1,(coyu1239:1,sana1280:1,sans1273:1)huic1243:1)cora1259:1)cora1261:1,(eude1234:1,opat1246:1)opat1247:1,((high1277:1,lowl1264:1)huar1255:1,(cent2131:1,(chin1482:1,turu1253:1)sout2972:1,(nort2956:1,sout2971:1)uncl1537:1,(guaz1234:1,uriq1234:1,urua1246:1)lowl1265:1)tara1321:1)tara1326:1,(((chih1238:1,sono1245:1)pima1248:1,(akim1239:1,toho1246:1)toho1245:1)pima1249:1,(nort2959:1,(sout2976:1,sout2977:1,tepe1278:1)sout2975:1)tepe1281:1)tepi1240:1,tuba1279:1,(coca1262:1,jova1234:1)unun9947:1)sout3136:1)utoa1244:1;",NA,3,"['Haugen, Jason D. 2004. Issues in comparative Uto-Aztecan morphosyntax. Ann Arbor: University of Arizona dissertation. (365pp.)', 'Voegelin, C. F., F. M. Voegelin & Kenneth L. Hale. 1962. Typological and comparative grammar of Uto-Aztecan: I (phonology). (Indiana University Publications in Anthropology and Linguistics : Memoir, 17.) Baltimore: Waverly Press. iii+144pp. (Suppl. to International Journal of American Linguistics, Vol. 28, No. 1, January 1962. International journal of American linguistics. International journal of American linguistics ; 28,1, Suppl.)']",True,NA,NA
west2434,Western Daly,Australia,west2434,NA,-13.782544587526791,130.15187409923834,family,Family,"((mari1417:1,(mari1419:1,mart1254:1)mari1418:1,(mari1422:1,mari1421:1,(mare1239:1,marr1241:1,marr1240:1,nucl1242:1)mari1424:1,mari1423:1,marr1256:1)mari1420:1)brin1245:1,((amii1238:1,mand1416:1)amem1235:1,mara1386:1)waga1259:1)west2434:1;",NA,4,"['Dixon, R. M. W. 1976. Grammatical categories in Australian languages. (Linguistic Series, 22.) In  Dixon, Robert M. W. (ed.) Canberra: Australian Institute of Aboriginal Studies. 776pp.', 'Sutton, Peter J. 1974. Aboriginal languages: the role of research. Aboriginal News 1(8). 15-17.', 'Murdoch, W. L. 1900. Victorian Aboriginal place names. Science of Man 3(11). 188-189.', 'Mackenzie, Andrew. 1878. Australian languages and traditions. Journal of the Anthropological Institute 7(3), 125, 232-274.', 'Ridley, William. 1856. Link and divergences of Australian languages.', 'Ogle, N. 1839. The colony of Western Australia: a manual for emigrants. Fraser.']",True,NA,NA
geel1240,Geelvink Bay,Papunesia,geel1240,NA,-2.487585669600993,136.88621790561166,family,Family,"(((mari1434:1,sipi1238:1)bara1375:1,(kofe1239:1,saur1251:1)saur1250:1)bara1399:1,(aume1238:1,gesd1238:1,neao1242:1)bauz1241:1,(bura1276:1,tung1293:1)bura1294:1,demi1242:1,nisa1239:1,tefa1238:1,wori1246:1)geel1240:1;",NA,NA,NA,NA,NA,NA
kung1259,Kungarakany,NA,kung1259,ggk,-12.7,130.881,language,Spoken_L1_Language,kung1259:1;,6,2,"['Parish, Lucy. 1983. Some Aspects of Kungarakany Verb Morphology. Australian National University MA thesis. (vi+90pp.)', 'Tryon, Darrell T. 1968. Daly River Languages: A Survey. In Papers in Australian Linguistics 3, 21-46. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Mathews, Robert Hamilton. 1901. Ethnological notes on the Aboriginal tribes of the Northern Territory. Queensland Geographical Journal 161. 69-90.']",True,Isolatekung1259,NA
pidg1258,Pidgin,Africa;Australia;Eurasia;North America;Papunesia;South America,pidg1258,NA,NA,NA,family,Pseudo_Family,"((earl1245:1,jord1239:1,pidg1248:1,pidg1252:1,roma1333:1,(bong1302:1,turk1313:1)turk1244:1)arab1397:1,(nefa1235:1)assa1271:1,(basq1252:1)basq1268:1,(pidg1259:1)boba1251:1,(manc1254:1)chin1495:1,(pidg1254:1)chin1492:1,(mobi1236:1)choc1282:1,(pidg1246:1)delw1234:1,(hott1234:1)dutc1258:1,(duvl1238:1)duvl1243:1,(araf1245:1)enga1255:1,(amer1255:1,boni1239:1,butl1235:1,chin1253:1,chin1496:1,libe1240:1,news1234:1,papu1254:1,quee1234:1,samo1307:1,solo1261:1,sout3227:1)engl1287:1,(eski1266:1,west2864:1)eski1267:1,(ewon1240:1)ewon1242:1,(pidg1237:1)fiji1244:1,(baux1234:1,bell1264:1,buru1323:1,fran1267:1,newc1245:1,(brok1250:1,jarg1234:1)slav1256:1,tayb1240:1)fren1279:1,(joek1234:1,pidg1256:1)gali1266:1,(kiau1234:1,ww2p1234:1)germ1289:1,(pidg1260:1)hama1242:1,(bari1241:1,giba1240:1)haus1258:1,(pidg1249:1)hawa1248:1,(pidg1251:1)hind1272:1,(icel1248:1)icel1249:1,(ihab1241:1)ihab1242:1,(manc1255:1,yoko1234:1)japa1257:1,(pidg1255:1)kaur1273:1,(broo1238:1)mala1547:1,(kwom1264:1)mana1302:1,(imun1234:1,ioit1234:1)meke1244:1,(tola1236:1)mini1258:1,((aust1242:1,papu1235:1)hiri1237:1,hiri1235:1,hiri1236:1)motu1248:1,(pidg1247:1)ngar1294:1,(onin1237:1)onin1246:1,(brok1252:1)otta1243:1,(maca1264:1)port1294:1,(ling1242:1)roma1335:1,(kjac1234:1,russ1267:1,taim1252:1)russ1269:1,(haun1238:1)sepi1259:1,(pana1311:1,roqu1234:1)span1268:1,(kika1240:1,(sett1235:1,kisi1251:1)upco1238:1)swah1255:1,(borg1236:1)swed1256:1,(mari1446:1,tepa1234:1)tahi1243:1,(hora1238:1)tobi1240:1,(ndyu1241:1)trio1239:1,(pidg1257:1)tuka1250:1,(yima1235:1,yima1244:1,yima1246:1,yima1245:1)yima1247:1,((chil1261:1,cika1238:1)fana1235:1)zulu1250:1)pidg1258:1;",NA,NA,NA,NA,NA,NA
giim1238,Giimbiyu,Australia,giim1238,NA,-12.559675,132.95925,family,Family,"(mang1382:1,(erre1238:1,urni1239:1)urni1238:1)giim1238:1;",NA,NA,NA,NA,NA,NA
bosa1245,Bosavi,Papunesia,bosa1245,NA,-6.336264377865483,142.68752318154966,family,Family,"((aime1238:1,((kuge1238:1,nucl1582:1,olog1242:1,walu1242:1)kalu1248:1,soni1260:1)kalu1249:1,kasu1251:1,onob1238:1)bosa1246:1,((komo1262:1,nort2903:1)beam1240:1,(east2495:1,west2574:1)edol1239:1)etor1234:1)bosa1245:1;",NA,NA,NA,NA,NA,NA
cand1248,Candoshi-Shapra,South America,cand1248,cbu,-4.23835,-76.9347,language,Spoken_L1_Language,"(chir1297:1,huit1253:1,(chap1270:1,kand1305:1)mura1278:1)cand1248:1;",2,2,"['Overall, Simon E. 2023. Kandozi-Chapra. In Patience Epps and Lev Michael (eds.), Language Isolates I: Aikanã to Kandozi-Shapra, 615-658. Berlin: Mouton.', 'Anderson, Loretta & Mary Ruth Wise. 1963. Contrastive features of Candoshi clause types. In Studies in Peruvian Indian languages 1, 67-102. Norman: Dallas, Texas: The Summer Institute of Linguistics and the University of Texas at Arlington.', 'Cox, Doris. 1957. Candoshi verb inflection. International Journal of American Linguistics 23. 129-140. doi: 10.1086/464407.', 'León, Agustín M. 1928, 1929. Breve vocabulario de las principales lenguas que se hablan en los diferentes pueblos y jibarías de la Prefectura Apostólica de Canelos y Macas. El Oriente Dominicano 1, 2. 87, 21. Quito.', 'Wyss, Caspar. 1650. Dialectologia sacra: In qua quicquid per uniuersum Noui Foederis contextum in Apostolica et uoce et phrasi a communi Graecorum lingua eoque grammatica analogia discrepat, methodo congrua disponitur, accurate definitur et omnium sacri contextus exemplorum inductione illustratur. Tiguri: typis Ioannis Iacobi Bodmeri.']",True,Isolatecand1248,NA
jiva1245,Chicham,South America,jiva1245,NA,-4.2871412499999995,-77.79803749999999,family,Family,"(agua1253:1,((achu1249:1,shiw1235:1)achu1248:1,(huam1247:1,shua1257:1)huam1251:1)shua1256:1)jiva1245:1;",NA,NA,NA,NA,NA,NA
hata1242,Hatam-Mansim,Papunesia,hata1242,NA,-1.025182,134.024058,family,Family,"((adih1238:1,miri1268:1,moii1254:1,tina1247:1,uran1238:1)hata1243:1,mans1260:1)hata1242:1;",NA,NA,NA,NA,NA,NA
buru1296,Burushaski,Eurasia,buru1296,bsk,36.2161,74.8236,language,Spoken_L1_Language,"(hunz1248:1,naga1398:1,yasi1237:1)buru1296:1;",3,0,"['Lorimer, D. L. R. 1935. The Burushaski language. Oslo: H.~Aschehoug & Co. xiii+464pp.', 'Leitner, Gottlieb William von. 1889. The Hunza and Nagyr Handbook. Calcutta: Superintendent of Government Printing. xiv+247pp. (2 vols).', 'Biddulph, John. 1880. Tribes of the Hindoo-Koosh. Calcutta: Office of Superintendent Printing. 364pp.']",True,Isolateburu1296,NA
huav1256,Huavean,North America,huav1256,NA,16.268133856000077,-94.77989661399994,family,Family,"((sand1278:1,sanm1287:1)sand1283:1,(sanf1258:1,sant1422:1)sanf1267:1)huav1256:1;",NA,NA,NA,NA,NA,NA
cofa1242,Cofán,South America,cofa1242,con,0.276675,-77.0643,language,Spoken_L1_Language,"(agua1254:1,sant1434:1)cofa1242:1;",2,2,"['Tobar Gutiérrez, María Elena. 1995. Modo, aspecto y tiempo en Cofán. Bogotá: Universidad de Los Andes MA thesis. (260pp.)', 'M.B., Borman. 1979. Cofan paragraph structure and function. In Robert E. Longacre (ed.), Discourse grammar, Part 3, 289-338. Dallas: SIL.', 'Borman, M. B. 1977. Cofan paragraph structure and function. In Robert E. Longacre and Frances Woods (eds.), Discourse grammar: Studies in indigenous languages of Colombia, Panama, and Ecuador, part 3, 289-338. Dallas: Summer Institute of Linguistics and University of Texas at Arlington.', 'Borman, M. B. 1976. Vocabulario cofán: Cofán-castellano, castellano-cofán. (Serie de vocabularios indígenas ""Mariano Silva y Aceves"", 19.) Quito: Instituto Lingüístico de Verano. 122pp.', 'Borman, M. B. 1962. Cofán phonemes. In Benjamin F. Elson (ed.), Studies in Ecuadorian Indian languages 1, 45-59. Norman: Summer Institute of Linguistics of the University of Oklahoma.', 'Ortiz, Sergio Elías. 1954. Notas sobre los indios Kofán o Kofane. Estudios sobre lingüística aborigen de Colombia. Bogotá: Ediciones Lerner. 307pp.', 'Castellví, Marcelino de. 1938. La Lengua Kofán. Journal de la Société des Américanistes 30(2). 219-233. doi: 10.3406/jsa.1938.1975.', 'Barcelona, P. Valenti de. 1927. Excursion a Güepi i als Cofans de Sansaguari. Catalunya Franciscana 5. 266-268.']",True,Isolatecofa1242,NA
kadu1256,Kadugli-Krongo,Africa,kadu1256,NA,11.095941666666668,29.483575,family,Family,"((((abus1238:1,chir1285:1,kron1244:1,kufa1238:1,nucl1436:1)kang1288:1,(damb1245:1,kadu1257:1,katc1250:1,miri1267:1,tumm1238:1)katc1249:1)katc1251:1,((fama1238:1)kron1241:1,(karo1296:1,nucl1438:1,tala1282:1)tumt1243:1)east2424:1,(dare1242:1,kamd1238:1,nucl1437:1)tuli1249:1)cent2229:1,(demi1241:1,nucl1435:1)keig1242:1)kadu1256:1;",NA,NA,NA,NA,NA,NA
lule1238,Lule,NA,lule1238,ule,-25.221839,-61.887818,language,Spoken_L1_Language,lule1238:1;,6,2,"['Maccioni, Antonio. 2008 [1732]. Arte y vocabulario de la lengua Lule y Tonocoté. Cagliari: Centro di Studi Filogici Sardi. lxi+308pp.']",True,Isolatelule1238,NA
sulk1246,Sulka,NA,sulk1246,sua,-5.03471,151.891,language,Spoken_L1_Language,sulk1246:1;,3,0,"['Schneider, Joseph. 1962. Grammatik der Sulka-Sprache (Neubritannien). (Micro-Biblioteca Anthropos, 36.) Posieux: Anthropos Institut. 549pp. (Microfilm).', 'Schneider, Joseph. 1962 [1942]. Grammatik der Sulka-Sprache (Neubritannien). (Micro-Biblioteca Anthropos, 36.) Freiburg: Posieux: Anthropos Institut. 549pp.', 'Müller, H. 1916. Erster Versuch einer Grammatik der Sulka-Sprache. Anthropos 10-11. 75-97, 523-552.', 'Müller, H. 1915-1916. Erster Versuch einer Grammatik der Sulka-Sprache, Neu-Pommern (Südsee). Anthropos 10/11. 75-97, 523-552.', 'Parkinson, Richard. 1907. Dreissig Jahre in der Südsee. Stuttgart: Strecker & Schröder. 1148pp.', 'Schmidt, Wilhelm. 1904. Eine Papuasprache auf Neupommern. Globus LXXXVI. 79-80.', 'Rascher, Matthias. 1903-1904. Die Sulka: Ein Beitrag zur Ethnographie von Neu-Pommern. Archiv für Anthropologie, N.~F. 1. 209-235.']",True,Isolatesulk1246,NA
sout2845,South Omotic,Africa,sout2845,NA,5.90174625,36.40803875,family,Family,"(((aari1239:1,gayi1237:1)aari1238:1,(hame1242:1,karo1297:1)hame1241:1)ahkk1235:1,dime1235:1)sout2845:1;",NA,4,"['Fleming, Harold C. 1976. Non-Semitic languages: Cushitic and Omotic. In Bender, Marvin Lionel and Bowen, J. Donald and Cooper, Robert L. and Ferguson, Charles A. (eds.), Language in Ethiopia, 34-53. London: Oxford Univ. Press.']",True,NA,NA
mose1249,Mosetén-Chimané,South America,mose1249,cas,-14.64448,-67.83756,language,Spoken_L1_Language,"(chim1313:1,cove1234:1,sant1467:1)mose1249:1;",2,0,"['Sakel, Jeanette. 2004. A Grammar of Mosetén. (Mouton Grammar Library, 33.) Berlin, New York: Berlin: Mouton de Gruyter. xxxi+504pp. doi: 10.1515/9783110915280. (Includes bibliographical references (p. [485]-488) and index).', 'Sakel, Jeanette. 2003. A Grammar of Mosetén. Katholieke Universiteit Nijmegen dissertation. (xxiii+385pp.)', 'Sakel, Jeanette. 2002. A grammar of Mosetén: proefschrift .. University of Nijmegen dissertation. (386pp.)', ""Gill, Wayne & Ruth Gill. 1999. A Pedagogical Grammar of the Chimane (Tsimane') Language. Rev. (unpublished manuscript) edn. Bolivia: New Tribes Mission. 184pp."", 'Bibolotti, Benigno. 1917. Moseteno Vocabulary and Treatises: From an Unpublished Manuscript in possession of Northwestern University Library. Evanston , Chicago: Evanston: Northwestern University. cxiii+141pp.', 'Quevedo, Samuel A. Lafone. 1901, 1901, 1902, 1902, 1902, 1902, 1903, 1903, 1903, 1903. Los Indios Mosetenes y su Lengua. Anales de la Sociedad Científica de Argentina LII, LII, LIII, LIII, LIII, LIV, LIV, LIV, LIV, LIV. 145-160, 288-306, 49-65, 150-157, 234-241, 293-297, 49-60, 144-150, 181-201, 272-282.', 'Adam, Lucien. 1889. Notice Grammaticale sur la Langue Mosetena. Revue de Linguistique et de Philologie Comparée 22. 237-246.', 'Marietti, Petro. 1870. Oratio dominica in CLL lingvas versa. Roma: Typographei S. Consilii de Propaganda Fide. 343pp.', 'Palau, Mercedes & Blanca Saiz. 1989 [1794]. Moxos: Descripciones exactas e historia fiel de los indios, animales y plantas de la provincia de Moxos en el virreinato del Perú por Lázaro de Ribera, 1786-1794. Madrid: El Viso. 229pp.', ""Rosario, Francisco del. 1677. Carta de la relación del Padre Fray Francisco del Rosario. In F. Castillo, 1985, Étude ethnohistorique d'une frontière de guerre sur les versants orientaux de Andes de La Paz, Bolivie: 662-685. Thèse de 3ème cycle. París: Université Paris VII.""]",True,Isolatemose1249,NA
mong1349,Mongolic-Khitan,Eurasia,mong1349,NA,42.9470043223832,106.42138010513068,family,Family,"(kita1247:1,((hail1246:1,ilid1234:1,midd1365:1,(bute1242:1,mori1279:1,nenj1234:1,qiqi1238:1)nonn1234:1)daur1238:1,((((barg1251:1)chin1476:1,(agaa1241:1,khor1270:1)mong1330:1,(alar1239:1,barg1250:1,boha1238:1,bula1254:1,ekhi1238:1,ninz1245:1,okaa1242:1,tunk1240:1,unga1252:1)russ1264:1)buri1258:1,((dari1250:1,halh1239:1,khot1253:1,sart1248:1,tson1247:1)halh1238:1,(alas1256:1,(alta1279:1,alta1280:1,bayi1240:1,damb1251:1,khos1234:1,khot1255:1,khow1243:1,ming1257:1,zakh1248:1)oira1262:1,dark1243:1,deed1234:1,jung1241:1,(buza1239:1,dorb1242:1,(oren1239:1,ural1276:1)torg1245:1)kalm1244:1,sart1247:1)kalm1243:1,(chah1241:1,ejin1238:1,jiri1239:1,joud1238:1,jost1238:1,ordo1245:1,shil1261:1,tumu1241:1,ulan1238:1)peri1253:1)mong1331:1)khal1273:1,(mank1257:1,urul1234:1)kham1281:1)oira1260:1,midd1351:1,(kare1336:1,kund1252:1)mogh1245:1,(east2337:1,(((jish1241:1,tong1310:1)bona1250:1,(siji1238:1,suon1238:1,wang1256:1)dong1285:1,kang1281:1)baoa1237:1,(minh1238:1,huzh1238:1)tuuu1240:1)shir1260:1)sout2705:1)mong1329:1)mong1349:1;",NA,NA,NA,NA,NA,NA
mang1423,Mangarrayi-Maran,Australia,mang1423,NA,-14.839683333333332,134.22533333333337,family,Family,"(mang1381:1,(alaw1244:1,mara1385:1,wand1263:1)mara1414:1)mang1423:1;",NA,NA,NA,NA,NA,NA
tiwi1244,Tiwi,NA,tiwi1244,tiw,-11.6308,130.949,language,Spoken_L1_Language,tiwi1244:1;,3,0,"['Lee, Jennifer R. 1983. Tiwi Today: a study of language change in a contact situation. Canberra: Australian National University dissertation. (xix+586pp.) (2 vols., xix+586pp.)', 'Osborne, Charles R. 1970. A grammar of the Tiwi language of North Australia. University of London dissertation. (243pp.)', 'Bosman, William. 1705. A new and accurate description of the Coast of Guinea, divided into the Gold, the Slave and the Ivory Coast: containing a geographical, political and natural history of the kingdoms and countries, with a particular account of the rise, progress and present condition of all the European settlements upon that coast, and the just measures for improving the several branches of the Guinea trade. Translated from Dutch edn. London: J. Knapton & D. Midwinter.']",True,Isolatetiwi1244,NA
leng1261,Lengua-Mascoy,South America,leng1261,NA,-22.58419283552177,-58.33805777850725,family,Family,"((anga1316:1,(echo1239:1,laya1256:1)guan1268:1,sana1298:1,toba1268:1)east2852:1,(nort2971:1,sout2989:1)leng1262:1)leng1261:1;",NA,NA,NA,NA,NA,NA
cani1243,Canichana,NA,cani1243,caz,-14.3058,-64.944455,language,Spoken_L1_Language,cani1243:1;,6,2,"['Crevels, Mily. 2012. Canichana. In Mily Crevels and Pieter Muysken (eds.), Amazonía, 415-449. La Paz: Plural Editores.', 'Créqui-Montfort, Georges de & Paul Rivet. 1913. Linguistique Bolivienne: La Langue Kaničana. Mémoires de la Société de Linguistique de Paris XVIII. 354-377.', 'Palau, Mercedes & Blanca Saiz. 1989 [1794]. Moxos: Descripciones exactas e historia fiel de los indios, animales y plantas de la provincia de Moxos en el virreinato del Perú por Lázaro de Ribera, 1786-1794. Madrid: El Viso. 229pp.', 'Arlet, Stanislas. 1781. Lettre au Pere général. In Lettres édifiants et curieuses, 39-51. Paris: J.~G.~Merigot.']",True,Isolatecani1243,NA
